,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
10475,Ukraine,Karlivka,51,Moderate,1,Good,33,Good,1,Good,51,Moderate
10476,Nepal,Kathmandu,123,Unhealthy(SG),2,Good,60,Moderate,0,Good,123,Unhealthy(SG)
10477,Philippines,Katipunan,152,Unhealthy,1,Good,14,Good,0,Good,152,Unhealthy
10478,Russia,Kedrovka,43,Good,1,Good,32,Good,0,Good,43,Good
10479,UK,Keighley,27,Good,1,Good,24,Good,3,Good,27,Good
10480,India,Kelamangalam,59,Moderate,0,Good,23,Good,0,Good,59,Moderate
10481,Germany,Kelheim,48,Good,1,Good,28,Good,3,Good,48,Good
10482,Germany,Kempten,32,Good,1,Good,23,Good,3,Good,32,Good
10483,Indonesia,Kepanjen,41,Good,1,Good,26,Good,0,Good,41,Good
10484,Poland,Kety,58,Moderate,1,Good,35,Good,2,Good,58,Moderate
10485,India,Khagaul,201,Very Unhealthy,2,Good,116,Unhealthy(SG),1,Good,201,Very Unhealthy
10486,India,Khandela,373,Hazardous,1,Good,33,Good,0,Good,311,Hazardous
10487,Russia,Kharabali,39,Good,1,Good,39,Good,0,Good,21,Good
10488,India,Kharagpur,181,Unhealthy,1,Good,71,Moderate,1,Good,181,Unhealthy
10489,India,Khardaha,216,Very Unhealthy,5,Good,54,Moderate,7,Good,216,Very Unhealthy
10490,India,Khilchipur,156,Unhealthy,1,Good,39,Good,0,Good,156,Unhealthy
10491,Greece,Khios,45,Good,1,Good,45,Good,0,Good,17,Good
10492,Canada,Kitchener,55,Moderate,1,Good,36,Good,4,Good,55,Moderate
10493,Russia,Klimovsk,49,Good,1,Good,30,Good,8,Good,49,Good
10494,India,Kodoli,86,Moderate,0,Good,23,Good,0,Good,86,Moderate
10495,Poland,Koluszki,32,Good,1,Good,31,Good,1,Good,32,Good
10496,Tanzania,Kongwa,30,Good,0,Good,14,Good,0,Good,30,Good
10497,Germany,Kornwestheim,41,Good,1,Good,24,Good,3,Good,41,Good
10498,India,Kottagudem,134,Unhealthy(SG),1,Good,29,Good,2,Good,134,Unhealthy(SG)
10499,India,Kovur,74,Moderate,0,Good,26,Good,0,Good,74,Moderate
10500,India,Kulti,196,Unhealthy,2,Good,70,Moderate,2,Good,196,Unhealthy
10501,Poland,Kutno,34,Good,1,Good,34,Good,1,Good,27,Good
10502,Mexico,La Mira,14,Good,0,Good,14,Good,0,Good,11,Good
10503,Romania,Negresti Oas,64,Moderate,1,Good,38,Good,1,Good,64,Moderate
10504,USA,Newburg,81,Moderate,1,Good,38,Good,3,Good,81,Moderate
10505,Romania,Nicolae Balcescu,66,Moderate,1,Good,43,Good,0,Good,66,Moderate
10506,Spain,Nigran,41,Good,1,Good,29,Good,2,Good,41,Good
10507,Mali,Niono,22,Good,1,Good,12,Good,1,Good,22,Good
10508,USA,North Druid Hills,62,Moderate,2,Good,32,Good,9,Good,62,Moderate
10509,UK,Nottingham,49,Good,1,Good,17,Good,8,Good,49,Good
10510,Brazil,Nova Russas,47,Good,1,Good,4,Good,3,Good,47,Good
10511,Ukraine,Nova Vodolaha,55,Moderate,1,Good,32,Good,1,Good,55,Moderate
10512,Afghanistan,Nuristan,59,Moderate,0,Good,37,Good,0,Good,59,Moderate
10513,Kenya,Nyahururu,70,Moderate,1,Good,16,Good,1,Good,70,Moderate
10514,USA,Ocoee,50,Good,1,Good,20,Good,12,Good,50,Good
10515,Germany,Offenburg,33,Good,1,Good,27,Good,2,Good,33,Good
10516,Tanzania,Karema,195,Unhealthy,10,Good,25,Good,10,Good,195,Unhealthy
10517,Germany,Kaufbeuren,56,Moderate,1,Good,26,Good,5,Good,56,Moderate
10518,Indonesia,Kawalu,58,Moderate,1,Good,34,Good,0,Good,58,Moderate
10519,Russia,Kemerovo,42,Good,1,Good,42,Good,0,Good,42,Good
10520,Poland,Kepno,52,Moderate,1,Good,36,Good,2,Good,52,Moderate
10521,India,Lakhipur,55,Moderate,2,Good,29,Good,0,Good,55,Moderate
10522,Pakistan,Larkana,159,Unhealthy,1,Good,48,Good,0,Good,159,Unhealthy
10523,Germany,Laubach,74,Moderate,2,Good,33,Good,7,Good,74,Moderate
10524,India,Lawar,158,Unhealthy,3,Good,120,Unhealthy(SG),1,Good,158,Unhealthy
10525,USA,Lawndale,89,Moderate,2,Good,11,Good,30,Good,89,Moderate
10526,Serbia,Lazarevac,61,Moderate,1,Good,44,Good,0,Good,61,Moderate
10527,France,Le Francois,35,Good,0,Good,25,Good,0,Good,35,Good
10528,France,Le Mans,30,Good,1,Good,30,Good,2,Good,24,Good
10529,France,Le Plessis Robinson,71,Moderate,2,Good,27,Good,6,Good,71,Moderate
10530,USA,Leesburg,58,Moderate,2,Good,22,Good,12,Good,58,Moderate
10531,USA,Lehigh Acres,66,Moderate,2,Good,9,Good,11,Good,66,Moderate
10532,Germany,Lehre,55,Moderate,1,Good,28,Good,4,Good,55,Moderate
10533,Netherlands,Lelystad,26,Good,1,Good,26,Good,5,Good,26,Good
10534,France,Les Clayes Sous Bois,79,Moderate,2,Good,17,Good,8,Good,79,Moderate
10535,Ireland,Letterkenny,31,Good,1,Good,31,Good,1,Good,23,Good
10536,France,Kourou,57,Moderate,0,Good,21,Good,0,Good,57,Moderate
10537,Greece,Kozani,89,Moderate,1,Good,43,Good,2,Good,89,Moderate
10538,Russia,Krasnobrodskiy,39,Good,1,Good,39,Good,0,Good,27,Good
10539,India,Kundgol,28,Good,1,Good,28,Good,1,Good,26,Good
10540,Russia,Kungur,33,Good,1,Good,33,Good,0,Good,32,Good
10541,Russia,Kuznetsk,55,Moderate,1,Good,38,Good,0,Good,55,Moderate
10542,Mexico,La Canada,45,Good,1,Good,24,Good,2,Good,45,Good
10544,Pakistan,Lachi,166,Unhealthy,2,Good,103,Unhealthy(SG),0,Good,166,Unhealthy
10545,Russia,Kholmskaya,40,Good,1,Good,33,Good,2,Good,40,Good
10547,South Africa,Kimberley,67,Moderate,2,Good,10,Good,6,Good,67,Moderate
10548,Tanzania,Kingori,29,Good,0,Good,18,Good,0,Good,29,Good
10549,USA,Kings Mountain,72,Moderate,2,Good,28,Good,13,Good,72,Moderate
10550,Kenya,Kisii,99,Moderate,3,Good,25,Good,1,Good,99,Moderate
10551,Japan,Kitsuki,52,Moderate,1,Good,47,Good,2,Good,52,Moderate
10552,Bulgaria,Kjustendil,81,Moderate,1,Good,45,Good,0,Good,81,Moderate
10553,Uganda,Koboko,67,Moderate,1,Good,20,Good,0,Good,67,Moderate
10554,Japan,Komatsu,55,Moderate,1,Good,49,Good,2,Good,55,Moderate
10555,India,Konch,166,Unhealthy,4,Good,162,Unhealthy,1,Good,166,Unhealthy
10556,Russia,Kondopoga,32,Good,1,Good,32,Good,0,Good,17,Good
10557,Malaysia,Kota Belud,40,Good,1,Good,22,Good,0,Good,40,Good
10558,Colombia,San Antero,66,Moderate,1,Good,17,Good,1,Good,66,Moderate
10559,Italy,San Giorgio A Cremano,77,Moderate,3,Good,36,Good,16,Good,77,Moderate
10560,Venezuela,San Juan De Los Morros,156,Unhealthy,2,Good,9,Good,10,Good,156,Unhealthy
10561,Guatemala,San Lucas Toliman,87,Moderate,3,Good,5,Good,9,Good,87,Moderate
10562,Guatemala,San Pedro Ayampuc,74,Moderate,2,Good,8,Good,5,Good,74,Moderate
10563,Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate
10564,Germany,Sankt Wendel,60,Moderate,1,Good,37,Good,3,Good,60,Moderate
10565,Mexico,Santa Maria Del Rio,42,Good,1,Good,24,Good,0,Good,42,Good
10566,Colombia,Santa Rosa De Osos,76,Moderate,2,Good,6,Good,6,Good,76,Moderate
10567,Brazil,Santa Vitoria,24,Good,1,Good,5,Good,0,Good,24,Good
10568,Spain,Santiago De Compostela,38,Good,1,Good,14,Good,6,Good,38,Good
10569,Brazil,Santo Estevao,61,Moderate,1,Good,5,Good,4,Good,61,Moderate
10570,Brazil,Sao Bento Do Una,32,Good,0,Good,10,Good,1,Good,32,Good
10571,Czechia,Prostejov,89,Moderate,1,Good,42,Good,2,Good,89,Moderate
10572,El Salvador,Puerto El Triunfo,110,Unhealthy(SG),2,Good,34,Good,6,Good,110,Unhealthy(SG)
10573,Cuba,Puerto Padre,48,Good,1,Good,25,Good,1,Good,48,Good
10575,Somalia,Qandala,120,Unhealthy(SG),0,Good,20,Good,0,Good,120,Unhealthy(SG)
10576,Iran,Qorveh,87,Moderate,1,Good,59,Moderate,0,Good,87,Moderate
10577,Germany,Radeberg,79,Moderate,1,Good,35,Good,2,Good,79,Moderate
10578,Ukraine,Rakitnoye,41,Good,1,Good,41,Good,0,Good,13,Good
10579,India,Ramanathapuram,54,Moderate,0,Good,30,Good,0,Good,54,Moderate
10580,Nigeria,Olupona,84,Moderate,4,Good,16,Good,4,Good,84,Moderate
10581,Afghanistan,Orgun,84,Moderate,0,Good,37,Good,0,Good,84,Moderate
10582,Italy,Orvieto,49,Good,1,Good,38,Good,4,Good,49,Good
10583,Kenya,Oyugis,90,Moderate,4,Good,32,Good,2,Good,90,Moderate
10584,Myanmar,Pakokku,25,Good,0,Good,25,Good,0,Good,19,Good
10585,Laos,Pakxe,29,Good,0,Good,19,Good,0,Good,29,Good
10586,South Africa,Phuthaditjhaba,59,Moderate,3,Good,14,Good,2,Good,59,Moderate
10587,Mexico,Piedras Negras,104,Unhealthy(SG),1,Good,27,Good,3,Good,104,Unhealthy(SG)
10588,Peru,Pimentel,28,Good,0,Good,22,Good,0,Good,28,Good
10589,Paraguay,Piribebuy,22,Good,1,Good,9,Good,0,Good,22,Good
10590,Pakistan,Pishin,102,Unhealthy(SG),0,Good,45,Good,0,Good,102,Unhealthy(SG)
10591,Russia,Plast,35,Good,1,Good,35,Good,0,Good,19,Good
10592,Germany,Plauen,68,Moderate,1,Good,40,Good,1,Good,68,Moderate
10593,Mexico,Playa Del Carmen,52,Moderate,0,Good,28,Good,0,Good,52,Moderate
10594,USA,Pleasantville,79,Moderate,1,Good,67,Moderate,1,Good,79,Moderate
10595,Italy,Polignano A Mare,56,Moderate,1,Good,48,Good,2,Good,56,Moderate
10596,France,Pont Sainte Maxence,59,Moderate,1,Good,25,Good,3,Good,59,Moderate
10597,UK,Pontypridd,58,Moderate,1,Good,21,Good,4,Good,58,Moderate
10598,New Zealand,Porirua,27,Good,0,Good,27,Good,0,Good,16,Good
10600,USA,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good
10601,Italy,Preganziol,64,Moderate,2,Good,32,Good,7,Good,64,Moderate
10602,Serbia,Prizren,56,Moderate,1,Good,41,Good,0,Good,56,Moderate
10603,USA,Rosemead,121,Unhealthy(SG),4,Good,6,Good,37,Good,121,Unhealthy(SG)
10604,Zimbabwe,Rusape,17,Good,1,Good,17,Good,0,Good,12,Good
10605,India,Sabalgarh,233,Very Unhealthy,1,Good,48,Good,0,Good,233,Very Unhealthy
10606,Colombia,Sabanagrande,117,Unhealthy(SG),1,Good,16,Good,4,Good,117,Unhealthy(SG)
10607,India,Sadasivpet,75,Moderate,1,Good,25,Good,0,Good,75,Moderate
10608,India,Safidon,150,Unhealthy,2,Good,132,Unhealthy(SG),1,Good,150,Unhealthy
10609,USA,Saginaw,32,Good,1,Good,25,Good,5,Good,32,Good
10610,Haiti,Saint Marc,76,Moderate,1,Good,32,Good,0,Good,76,Moderate
10611,France,Saint Martin De Crau,151,Unhealthy,2,Good,22,Good,11,Good,151,Unhealthy
10612,France,Saintes,42,Good,0,Good,42,Good,0,Good,13,Good
10613,USA,Salmon Creek,42,Good,1,Good,16,Good,10,Good,42,Good
10614,Ghana,Saltpond,39,Good,1,Good,23,Good,0,Good,39,Good
10615,Colombia,Samaniego,29,Good,1,Good,5,Good,2,Good,29,Good
10616,India,Panihati,172,Unhealthy,5,Good,103,Unhealthy(SG),6,Good,172,Unhealthy
10617,India,Papparapatti,50,Good,0,Good,23,Good,1,Good,50,Good
10618,India,Parlakimidi,77,Moderate,1,Good,38,Good,1,Good,77,Moderate
10619,Uruguay,Paso De Carrasco,50,Good,0,Good,17,Good,1,Good,50,Good
10620,India,Patrasaer,150,Unhealthy,3,Good,143,Unhealthy(SG),2,Good,150,Unhealthy
10621,USA,Perrysburg,30,Good,1,Good,30,Good,6,Good,29,Good
10622,USA,Petaluma,38,Good,1,Good,38,Good,2,Good,26,Good
10623,USA,Phenix City,55,Moderate,2,Good,31,Good,4,Good,55,Moderate
10624,Netherlands,Reeuwijk,33,Good,0,Good,33,Good,2,Good,17,Good
10625,Germany,Regen,53,Moderate,1,Good,45,Good,2,Good,53,Moderate
10626,Pakistan,Renala Khurd,166,Unhealthy,2,Good,133,Unhealthy(SG),1,Good,166,Unhealthy
10627,Netherlands,Rheden,30,Good,1,Good,30,Good,2,Good,19,Good
10628,Germany,Ribnitz Damgarten,34,Good,0,Good,34,Good,0,Good,13,Good
10629,Belgium,Riemst,39,Good,1,Good,31,Good,3,Good,39,Good
10630,Latvia,Riga,54,Moderate,1,Good,28,Good,2,Good,54,Moderate
10631,Canada,Rimouski,32,Good,1,Good,22,Good,1,Good,32,Good
10632,France,Riviere Pilote,137,Unhealthy(SG),1,Good,26,Good,0,Good,137,Unhealthy(SG)
10633,India,Robertsonpet,55,Moderate,0,Good,22,Good,0,Good,55,Moderate
10634,Russia,Rodniki,33,Good,1,Good,33,Good,0,Good,22,Good
10635,France,Rognac,148,Unhealthy(SG),1,Good,25,Good,12,Good,148,Unhealthy(SG)
10636,USA,Ramona,56,Moderate,2,Good,11,Good,15,Good,56,Moderate
10637,India,Rampur,174,Unhealthy,4,Good,174,Unhealthy,1,Good,162,Unhealthy
10638,Germany,Rastatt,44,Good,1,Good,35,Good,4,Good,44,Good
10639,India,Raxaul,122,Unhealthy(SG),3,Good,122,Unhealthy(SG),0,Good,114,Unhealthy(SG)
10640,Canada,Red Deer,32,Good,1,Good,32,Good,0,Good,9,Good
10641,India,Nongpoh,134,Unhealthy(SG),2,Good,47,Good,1,Good,134,Unhealthy(SG)
10642,USA,Norristown,59,Moderate,1,Good,45,Good,4,Good,59,Moderate
10643,USA,North Adams,42,Good,1,Good,42,Good,1,Good,35,Good
10644,USA,North Saint Paul,44,Good,1,Good,33,Good,7,Good,44,Good
10645,USA,Norwell,68,Moderate,1,Good,44,Good,5,Good,68,Moderate
10646,Brazil,Nossa Senhora Da Gloria,32,Good,0,Good,9,Good,2,Good,32,Good
10647,Brazil,Nova Esperanca,21,Good,0,Good,18,Good,1,Good,21,Good
10648,USA,Novi,48,Good,1,Good,29,Good,6,Good,48,Good
10649,Russia,Novomikhaylovskiy,49,Good,1,Good,49,Good,1,Good,20,Good
10650,Russia,Novospasskoye,48,Good,0,Good,34,Good,0,Good,48,Good
10651,Uganda,Ntungamo,160,Unhealthy,5,Good,23,Good,1,Good,160,Unhealthy
10652,Japan,Numata,38,Good,1,Good,38,Good,1,Good,28,Good
10653,Denmark,Nyborg,36,Good,0,Good,36,Good,1,Good,35,Good
10654,Poland,Nysa,32,Good,1,Good,30,Good,1,Good,32,Good
10655,Ivory Coast,Odienne,44,Good,1,Good,15,Good,0,Good,44,Good
10656,USA,Okemos,46,Good,1,Good,30,Good,5,Good,46,Good
10657,India,Okha,151,Unhealthy,0,Good,27,Good,0,Good,151,Unhealthy
10658,Belgium,Olen,38,Good,1,Good,30,Good,3,Good,38,Good
10659,Bulgaria,Karnobat,41,Good,1,Good,41,Good,0,Good,23,Good
10660,Turkey,Kastamonu,41,Good,1,Good,41,Good,0,Good,25,Good
10661,Senegal,Kedougou,29,Good,1,Good,15,Good,0,Good,29,Good
10662,Sri Lanka,Kelaniya,58,Moderate,0,Good,27,Good,0,Good,58,Moderate
10663,India,Khambhaliya,151,Unhealthy,0,Good,29,Good,0,Good,151,Unhealthy
10664,Thailand,Khao Yoi,36,Good,0,Good,17,Good,0,Good,36,Good
10665,Iran,Kamyaran,127,Unhealthy(SG),1,Good,43,Good,0,Good,127,Unhealthy(SG)
10666,Russia,Kandalaksha,27,Good,1,Good,27,Good,0,Good,6,Good
10667,India,Kangayam,53,Moderate,0,Good,25,Good,0,Good,53,Moderate
10668,Uganda,Kanungu,176,Unhealthy,5,Good,19,Good,1,Good,176,Unhealthy
10669,Turkey,Karacabey,39,Good,1,Good,39,Good,0,Good,32,Good
10670,Tanzania,Karatu,20,Good,0,Good,14,Good,0,Good,20,Good
10671,Sweden,Karlskoga,28,Good,0,Good,28,Good,0,Good,10,Good
10672,India,Katpadi,57,Moderate,0,Good,27,Good,0,Good,57,Moderate
10673,India,Katras,183,Unhealthy,3,Good,132,Unhealthy(SG),2,Good,183,Unhealthy
10674,Turkey,Kayseri,40,Good,1,Good,31,Good,0,Good,40,Good
10675,Germany,Kelkheim,52,Moderate,1,Good,27,Good,3,Good,52,Moderate
10676,Bangladesh,Keshabpur,165,Unhealthy,6,Good,74,Moderate,5,Good,165,Unhealthy
10677,USA,Roselle,68,Moderate,2,Good,15,Good,20,Good,68,Moderate
10678,Tanzania,Ruangwa,45,Good,1,Good,20,Good,0,Good,45,Good
10679,Italy,Rubano,92,Moderate,2,Good,32,Good,6,Good,92,Moderate
10680,Italy,Rubiera,74,Moderate,1,Good,29,Good,6,Good,74,Moderate
10681,France,Saint Raphael,88,Moderate,1,Good,33,Good,6,Good,88,Moderate
10682,India,Samthar,234,Very Unhealthy,1,Good,47,Good,0,Good,234,Very Unhealthy
10683,USA,San Anselmo,45,Good,1,Good,22,Good,10,Good,45,Good
10684,Italy,San Donato Milanese,94,Moderate,1,Good,37,Good,5,Good,94,Moderate
10685,Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate
10686,El Salvador,San Salvador,107,Unhealthy(SG),3,Good,20,Good,10,Good,107,Unhealthy(SG)
10688,Trinidad and Tobago,Sangre Grande,161,Unhealthy,0,Good,21,Good,3,Good,161,Unhealthy
10689,Brazil,Santa Rita Do Passa Quatro,58,Moderate,1,Good,6,Good,4,Good,58,Moderate
10690,Colombia,Santander De Quilichao,62,Moderate,2,Good,3,Good,5,Good,62,Moderate
10691,Brazil,Sao Cristovao,22,Good,0,Good,22,Good,0,Good,14,Good
10692,Brazil,Sao Lourenco Da Mata,43,Good,1,Good,18,Good,4,Good,43,Good
10693,Brazil,Sao Miguel Dos Campos,31,Good,0,Good,18,Good,1,Good,31,Good
10694,USA,Saratoga Springs,57,Moderate,2,Good,13,Good,9,Good,57,Moderate
10695,Japan,Satte,45,Good,1,Good,43,Good,3,Good,45,Good
10696,Thailand,Satuk,41,Good,0,Good,28,Good,0,Good,41,Good
10697,Laos,Savannakhet,51,Moderate,0,Good,29,Good,0,Good,51,Moderate
10698,Turkmenistan,Sayat,78,Moderate,1,Good,47,Good,0,Good,78,Moderate
10699,India,Sayla,158,Unhealthy,0,Good,33,Good,0,Good,158,Unhealthy
10700,Italy,Scandicci,35,Good,1,Good,35,Good,3,Good,17,Good
10701,Netherlands,Scheemda,36,Good,0,Good,36,Good,0,Good,33,Good
10702,USA,Scranton,35,Good,1,Good,33,Good,5,Good,35,Good
10703,Germany,Seesen,42,Good,0,Good,32,Good,1,Good,42,Good
10704,India,Selam,74,Moderate,1,Good,27,Good,3,Good,74,Moderate
10705,Brazil,Senges,29,Good,1,Good,14,Good,1,Good,29,Good
10706,France,Senlis,53,Moderate,1,Good,24,Good,3,Good,53,Moderate
10707,Portugal,Sesimbra,32,Good,1,Good,31,Good,3,Good,32,Good
10708,Italy,Sessa Aurunca,36,Good,1,Good,36,Good,3,Good,24,Good
10709,Russia,Severodvinsk,27,Good,1,Good,27,Good,0,Good,8,Good
10710,Germany,Eppingen,51,Moderate,1,Good,28,Good,3,Good,51,Moderate
10711,Germany,Ergolding,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
10712,Egypt,Esna,166,Unhealthy,1,Good,37,Good,1,Good,166,Unhealthy
10713,USA,Sheboygan,52,Moderate,2,Good,19,Good,13,Good,52,Moderate
10714,Tanzania,Shelui,20,Good,0,Good,16,Good,0,Good,20,Good
10715,Russia,Shilovo,34,Good,1,Good,34,Good,0,Good,21,Good
10716,Zimbabwe,Shurugwi,39,Good,0,Good,17,Good,0,Good,39,Good
10717,India,Sidhauli,173,Unhealthy,3,Good,173,Unhealthy,2,Good,171,Unhealthy
10718,Turkey,Sile,40,Good,1,Good,40,Good,0,Good,27,Good
10719,Hungary,Siofok,59,Moderate,1,Good,40,Good,1,Good,59,Moderate
10720,Nepal,Siraha,65,Moderate,2,Good,44,Good,1,Good,65,Moderate
10721,Russia,Skhodnya,45,Good,1,Good,23,Good,9,Good,45,Good
10722,Ukraine,Slavuta,106,Unhealthy(SG),1,Good,40,Good,0,Good,106,Unhealthy(SG)
10723,Malta,Sliema,39,Good,1,Good,39,Good,2,Good,21,Good
10724,Ireland,Sligo,32,Good,0,Good,32,Good,0,Good,13,Good
10725,Poland,Slupsk,33,Good,0,Good,33,Good,0,Good,27,Good
10726,Tanzania,Sokoni,37,Good,0,Good,25,Good,0,Good,37,Good
10727,Azerbaijan,Susa,31,Good,1,Good,31,Good,0,Good,28,Good
10728,Czechia,Susice,59,Moderate,1,Good,33,Good,2,Good,59,Moderate
10729,Ukraine,Svatove,37,Good,1,Good,37,Good,1,Good,11,Good
10730,Russia,Svirsk,43,Good,1,Good,43,Good,0,Good,21,Good
10731,Japan,Tagawa,45,Good,1,Good,45,Good,0,Good,38,Good
10732,Thailand,Tak,68,Moderate,0,Good,19,Good,0,Good,68,Moderate
10733,Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good
10734,India,Talikota,79,Moderate,0,Good,25,Good,0,Good,79,Moderate
10735,USA,Tallahassee,55,Moderate,1,Good,16,Good,7,Good,55,Moderate
10736,Japan,Tamamura,43,Good,1,Good,43,Good,1,Good,27,Good
10737,India,Tambaram,79,Moderate,1,Good,30,Good,1,Good,79,Moderate
10738,Tanzania,Tandahimba,31,Good,0,Good,20,Good,0,Good,31,Good
10739,Indonesia,Tangerang,201,Very Unhealthy,5,Good,201,Very Unhealthy,3,Good,167,Unhealthy
10740,Philippines,Tangub,50,Good,0,Good,15,Good,0,Good,50,Good
10741,China,Taozhuang,155,Unhealthy,3,Good,155,Unhealthy,4,Good,104,Unhealthy(SG)
10742,Brazil,Tapiramuta,16,Good,0,Good,12,Good,0,Good,16,Good
10743,France,Tarare,24,Good,1,Good,24,Good,3,Good,22,Good
10744,Colombia,Taraza,49,Good,2,Good,1,Good,2,Good,49,Good
10745,Romania,Targu Lapus,67,Moderate,1,Good,42,Good,0,Good,67,Moderate
10746,Romania,Targu Mures,64,Moderate,1,Good,37,Good,1,Good,64,Moderate
10747,Brazil,Taruma,33,Good,1,Good,13,Good,1,Good,33,Good
10748,Bangladesh,Rangpur,58,Moderate,2,Good,44,Good,1,Good,58,Moderate
10749,USA,Redford,51,Moderate,1,Good,30,Good,8,Good,51,Moderate
10750,France,Reims,49,Good,1,Good,26,Good,3,Good,49,Good
10751,Italy,Rho,99,Moderate,1,Good,37,Good,4,Good,99,Moderate
10752,Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate
10753,Belgium,Roeselare,43,Good,1,Good,31,Good,3,Good,43,Good
10754,France,Somain,50,Good,1,Good,23,Good,5,Good,50,Good
10755,Russia,Sovetskaya,47,Good,1,Good,39,Good,0,Good,47,Good
10756,Russia,Staromyshastovskaya,34,Good,1,Good,34,Good,1,Good,34,Good
10757,Germany,Steinbach,52,Moderate,1,Good,26,Good,3,Good,52,Moderate
10758,China,Suining,146,Unhealthy(SG),4,Good,141,Unhealthy(SG),5,Good,146,Unhealthy(SG)
10759,India,Sunel,162,Unhealthy,1,Good,41,Good,0,Good,162,Unhealthy
10760,Japan,Imari,47,Good,1,Good,47,Good,0,Good,35,Good
10761,Serbia,Indija,83,Moderate,2,Good,40,Good,4,Good,83,Moderate
10762,Brazil,Inhambupe,23,Good,0,Good,14,Good,1,Good,23,Good
10763,Kyrgyzstan,Isfana,104,Unhealthy(SG),1,Good,41,Good,0,Good,104,Unhealthy(SG)
10764,Italy,Isola Del Liri,42,Good,1,Good,42,Good,1,Good,39,Good
10765,Paraguay,Ita,111,Unhealthy(SG),3,Good,5,Good,4,Good,111,Unhealthy(SG)
10766,Brazil,Itanhaem,150,Unhealthy,4,Good,0,Good,19,Good,150,Unhealthy
10767,Tanzania,Itigi,22,Good,0,Good,16,Good,0,Good,22,Good
10768,Japan,Ito,46,Good,1,Good,46,Good,0,Good,28,Good
10769,Italy,Ivrea,87,Moderate,1,Good,39,Good,2,Good,87,Moderate
10770,Japan,Izumo,44,Good,1,Good,44,Good,0,Good,35,Good
10771,Brazil,Jaboticabal,50,Good,1,Good,11,Good,2,Good,50,Good
10772,Mexico,Jacona,52,Moderate,1,Good,5,Good,4,Good,52,Moderate
10773,India,Jamkhed,131,Unhealthy(SG),0,Good,26,Good,1,Good,131,Unhealthy(SG)
10774,UK,Hindley,33,Good,1,Good,30,Good,3,Good,33,Good
10775,Japan,Hiroshima,50,Good,1,Good,48,Good,3,Good,50,Good
10776,Uganda,Hoima,59,Moderate,2,Good,17,Good,0,Good,59,Moderate
10777,USA,Honolulu,30,Good,0,Good,26,Good,0,Good,30,Good
10778,China,Hsintien,159,Unhealthy,3,Good,159,Unhealthy,1,Good,118,Unhealthy(SG)
10779,USA,Huntington Park,127,Unhealthy(SG),4,Good,6,Good,46,Good,127,Unhealthy(SG)
10780,India,Husainabad,188,Unhealthy,2,Good,101,Unhealthy(SG),1,Good,188,Unhealthy
10781,Brazil,Ibirama,66,Moderate,2,Good,2,Good,6,Good,66,Moderate
10782,Ukraine,Ichnya,50,Good,1,Good,35,Good,0,Good,50,Good
10783,Niger,Illela,32,Good,1,Good,23,Good,1,Good,32,Good
10784,Nigeria,Ilorin,108,Unhealthy(SG),3,Good,26,Good,1,Good,108,Unhealthy(SG)
10785,Turkey,Bismil,76,Moderate,1,Good,27,Good,3,Good,76,Moderate
10786,Brazil,Boa Esperanca,38,Good,1,Good,8,Good,2,Good,38,Good
10787,France,Bobigny,30,Good,1,Good,28,Good,2,Good,30,Good
10788,Burkina Faso,Bobo Dioulasso,34,Good,1,Good,13,Good,0,Good,34,Good
10789,Netherlands,Bodegraven,35,Good,0,Good,35,Good,1,Good,27,Good
10790,Turkey,Bolu,39,Good,1,Good,39,Good,0,Good,7,Good
10791,Italy,Borgosesia,65,Moderate,1,Good,20,Good,5,Good,65,Moderate
10792,France,Bourg Les Valence,27,Good,1,Good,26,Good,1,Good,27,Good
10793,Canada,Brantford,58,Moderate,1,Good,34,Good,7,Good,58,Moderate
10794,Belgium,Bree,30,Good,0,Good,26,Good,3,Good,30,Good
10795,China,Buhe,136,Unhealthy(SG),3,Good,136,Unhealthy(SG),1,Good,94,Moderate
10796,Kenya,Bungoma,144,Unhealthy(SG),6,Good,34,Good,3,Good,144,Unhealthy(SG)
10797,Germany,Burgthann,41,Good,1,Good,26,Good,2,Good,41,Good
10798,India,Burhanpur,133,Unhealthy(SG),0,Good,30,Good,0,Good,133,Unhealthy(SG)
10799,Germany,Buttelborn,29,Good,0,Good,29,Good,2,Good,27,Good
10800,Brazil,Cachoeira Do Sul,23,Good,0,Good,23,Good,0,Good,12,Good
10801,Brazil,Cacule,22,Good,0,Good,9,Good,1,Good,22,Good
10802,Brazil,Cambe,25,Good,1,Good,10,Good,1,Good,25,Good
10803,Italy,Campi Bisenzio,37,Good,1,Good,37,Good,2,Good,25,Good
10804,Paraguay,Capiata,36,Good,1,Good,19,Good,1,Good,36,Good
10805,Mexico,Casimiro Castillo,29,Good,1,Good,10,Good,2,Good,29,Good
